,Unnamed: 0,user,generated_on,model_name,dataset_name,task_name,used_adapter,adapter_type,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,epoch.1,train_samples,training_time,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch.2,epoch.3,eval_matthews_correlation,eval_f1,eval_combined_score
6,6,saad,2024-07-24 17:25:18.276196,facebook/bart-base,super_glue,boolq,True,seq_bn_16_2_relu,1184.7978,79.566,9.951,7806050487628800.0,0.5434051228944683,10.0,10.0,9427,1185.150824546814,0.5956068634986877,0.7250764525993884,18.2246,179.428,22.442,10.0,10.0,,,
7,7,saad,2024-07-24 17:25:18.276196,facebook/bart-base,super_glue,boolq,True,seq_bn_16_2_tanh,1184.6336,79.577,9.952,7806050487628800.0,0.4824607946187182,10.0,10.0,9427,1184.9979813098907,0.7615581750869751,0.7155963302752294,18.3598,178.106,22.277,10.0,10.0,,,
8,8,saad,2024-07-24 17:25:18.276196,facebook/bart-base,super_glue,boolq,True,ia3,1104.3497,85.362,10.676,7232522450334720.0,0.633628533309147,10.0,10.0,9427,1104.7083344459534,0.6547895073890686,0.6324159021406728,17.515,186.697,23.351,10.0,10.0,,,
9,9,saad,2024-07-24 17:25:18.276196,facebook/bart-base,super_glue,boolq,True,prompt_tuning,640.2502,147.239,18.415,7227851822822400.0,0.6419944031952396,10.0,10.0,9427,640.6085300445557,0.6590527892112732,0.6302752293577981,16.8433,194.142,24.283,10.0,10.0,,,
0,0,saad,2024-07-24 18:03:08.528217,facebook/bart-base,super_glue,boolq,False,,2003.0394,47.063,5.886,7227851822822400.0,0.3215963362029693,10.0,10.0,9427,2003.64723610878,1.975660800933838,0.6718654434250765,16.9191,193.273,24.174,10.0,10.0,,,
0,0,saad,2024-07-24 02:34:46.982056,google/electra-base-discriminator,super_glue,cb,False,,68.6841,36.399,4.659,164445886080000.0,0.2374100419692695,10.0,10.0,250,69.05012631416321,0.8489762544631958,0.8571428571428571,0.4134,135.466,16.933,10.0,10.0,,0.8659611992945327,0.8615520282186949
0,0,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,seq_bn,24.2053,103.283,13.22,85706582400000.0,0.6570592164993286,10.0,10.0,250,24.725006580352783,0.7930415868759155,0.7142857142857143,0.2467,227.0,28.375,10.0,10.0,,0.4985875706214688,0.6064366424535916
1,1,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,prefix_tuning,23.6565,105.679,13.527,84519930240000.0,0.7938375413417816,10.0,10.0,250,23.95434069633484,0.8303609490394592,0.7142857142857143,0.2763,202.652,25.332,10.0,10.0,,0.4977429318127821,0.6060143230492482
2,2,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,mam_adapter,27.9918,89.312,11.432,106151786880000.0,0.4004071533679962,10.0,10.0,250,28.298439025878903,0.980133593082428,0.7142857142857143,0.2729,205.203,25.65,10.0,10.0,,0.6709478190686738,0.6926167666771941
3,3,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,compacter_plusplus,23.3486,107.073,13.705,84016583040000.0,0.7387717485427856,10.0,10.0,250,24.001070737838745,0.7768033742904663,0.7142857142857143,0.2482,225.597,28.2,10.0,10.0,,0.4985875706214688,0.6064366424535916
4,4,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,unipelt,29.0398,86.089,11.019,94999735680000.0,0.6662258505821228,10.0,10.0,250,29.3504102230072,0.7950745820999146,0.7142857142857143,0.2736,204.663,25.583,10.0,10.0,,0.4985875706214688,0.6064366424535916
5,5,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,lora,23.6526,105.697,13.529,84272204160000.0,0.7094816327095032,10.0,10.0,250,24.13962149620056,0.7718871235847473,0.6964285714285714,0.2378,235.499,29.437,10.0,10.0,,0.486277269528501,0.5913529204785362
6,6,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,seq_bn_16_2_relu,25.7606,97.047,12.422,91655879040000.0,0.5706951409578324,10.0,10.0,250,26.070416927337646,0.756950318813324,0.7142857142857143,0.2588,216.409,27.051,10.0,10.0,,0.4977429318127821,0.6060143230492482
7,7,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,seq_bn_16_2_tanh,25.8058,96.877,12.4,91655879040000.0,0.4906270921230316,10.0,10.0,250,26.1285560131073,0.7571325898170471,0.7321428571428571,0.2604,215.035,26.879,10.0,10.0,,0.5092657752756274,0.6207043162092423
8,8,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,ia3,23.6976,105.496,13.503,84042172800000.0,0.7375580906867981,10.0,10.0,250,24.015209197998047,0.7764173150062561,0.7142857142857143,0.2402,233.171,29.146,10.0,10.0,,0.4985875706214688,0.6064366424535916
9,9,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,prompt_tuning,26.1777,95.501,12.224,83989088640000.0,0.7898604094982147,10.0,10.0,250,26.50731086730957,0.8055815100669861,0.7142857142857143,0.2851,196.45,24.556,10.0,10.0,,0.4985875706214688,0.6064366424535916
0,0,saad,2024-07-24 02:37:01.803881,facebook/bart-base,super_glue,cb,False,,84.1593,29.706,3.802,191681009280000.0,0.2161603369109798,10.0,10.0,250,84.56322956085205,0.657739520072937,0.9107142857142856,0.4879,114.779,14.347,10.0,10.0,,0.9044113450893112,0.9075628154017984
0,0,saad,2024-07-24 02:31:49.060257,distilbert/distilbert-base-uncased,super_glue,cb,False,,34.5465,72.366,9.263,82793600640000.0,0.1698641576105728,10.0,10.0,250,35.50472593307495,0.8024879693984985,0.8214285714285714,0.2118,264.362,33.045,10.0,10.0,,0.7787878787878787,0.800108225108225
0,0,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,seq_bn,48.8964,51.129,6.544,167880873600000.0,0.6825152397155761,10.0,10.0,250,49.487550497055054,0.8323211669921875,0.6785714285714286,0.4712,118.851,14.856,10.0,10.0,,0.4739181286549707,0.5762447786131997
1,1,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,prefix_tuning,46.3252,53.966,6.908,165507569280000.0,0.81959627866745,10.0,10.0,250,46.66632866859436,0.8730477094650269,0.6785714285714286,0.4764,117.542,14.693,10.0,10.0,,0.4733893557422969,0.5759803921568628
2,2,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,mam_adapter,55.1276,45.349,5.805,207590098560000.0,0.4469505816698074,10.0,10.0,250,55.46826791763306,0.8145719766616821,0.7857142857142857,0.5301,105.644,13.205,10.0,10.0,,0.6515873015873016,0.7186507936507937
3,3,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,compacter_plusplus,46.3541,53.933,6.903,164500752000000.0,0.784545487165451,10.0,10.0,250,46.721603870391846,0.8331570029258728,0.6964285714285714,0.4628,120.996,15.124,10.0,10.0,,0.486277269528501,0.5913529204785362
4,4,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,unipelt,57.6854,43.339,5.547,185711222400000.0,0.6888854444026947,10.0,10.0,250,58.03342723846436,0.8063388466835022,0.6785714285714286,0.5242,106.823,13.353,10.0,10.0,,0.4747830166549378,0.5766772226131832
5,5,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,lora,46.3793,53.903,6.9,165012117120000.0,0.7533320248126983,10.0,10.0,250,46.73903918266296,0.8133581876754761,0.6785714285714286,0.4622,121.152,15.144,10.0,10.0,,0.4739181286549707,0.5762447786131997
6,6,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,seq_bn_16_2_relu,51.5852,48.464,6.203,179779466880000.0,0.5103476196527481,10.0,10.0,250,51.93355441093445,0.9520462155342102,0.6964285714285714,0.4999,112.017,14.002,10.0,10.0,,0.486013986013986,0.5912212787212787
7,7,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,seq_bn_16_2_tanh,51.8296,48.235,6.174,179779466880000.0,0.4498561933636665,10.0,10.0,250,52.19461131095886,1.0345178842544556,0.75,0.5063,110.607,13.826,10.0,10.0,,0.523342670401494,0.6366713352007469
8,8,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,ia3,46.978,53.216,6.812,164552054400000.0,0.783254873752594,10.0,10.0,250,47.33789658546448,0.833330512046814,0.6964285714285714,0.4578,122.318,15.29,10.0,10.0,,0.486277269528501,0.5913529204785362
9,9,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,prompt_tuning,51.4614,48.58,6.218,164445886080000.0,0.8762605905532836,10.0,10.0,250,51.829702854156494,0.92454731464386,0.5714285714285714,0.5522,101.416,12.677,10.0,10.0,,0.3812097812097812,0.4763191763191763
0,0,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,seq_bn,57.2732,43.65,5.587,195115996800000.0,0.5996862977743149,10.0,10.0,250,58.05638313293457,0.718755304813385,0.7142857142857143,0.5388,103.931,12.991,10.0,10.0,,0.4989473684210526,0.6066165413533835
1,1,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,prefix_tuning,56.2734,44.426,5.687,193273534080000.0,0.7188687682151794,10.0,10.0,250,56.643232345581055,0.7742530107498169,0.6964285714285714,0.5495,101.909,12.739,10.0,10.0,,0.486277269528501,0.5913529204785362
2,2,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,mam_adapter,66.6343,37.518,4.802,251361060480000.0,0.3589576952159404,10.0,10.0,250,67.00230526924133,0.6789566278457642,0.8392857142857143,0.61,91.804,11.475,10.0,10.0,,0.7608465608465608,0.8000661375661375
3,3,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,compacter_plusplus,54.5249,45.851,5.869,191735875200000.0,0.652071762084961,10.0,10.0,250,54.9056830406189,0.7823134660720825,0.7142857142857143,0.5342,104.829,13.104,10.0,10.0,,0.4989473684210526,0.6066165413533835
4,4,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,unipelt,71.8852,34.778,4.452,223845344640000.0,0.592486435174942,10.0,10.0,250,72.25818157196045,0.7409911155700684,0.6964285714285714,0.609,91.952,11.494,10.0,10.0,,0.5886015325670498,0.6425150519978107
5,5,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,lora,56.8025,44.012,5.634,192530355840000.0,0.6389051020145416,10.0,10.0,250,57.17889142036438,0.7615589499473572,0.7142857142857143,0.5386,103.964,12.995,10.0,10.0,,0.4989473684210526,0.6066165413533835
6,6,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,seq_bn_16_2_relu,59.9909,41.673,5.334,207014590080000.0,0.4692110627889633,10.0,10.0,250,60.36941504478455,0.634183406829834,0.7678571428571429,0.5888,95.111,11.889,10.0,10.0,,0.639367816091954,0.7036124794745484
7,7,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,seq_bn_16_2_tanh,60.2714,41.479,5.309,207014590080000.0,0.442647798359394,10.0,10.0,250,60.65782809257507,0.7021639943122864,0.7857142857142857,0.5621,99.62,12.453,10.0,10.0,,0.6515873015873016,0.7186507936507937
8,8,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,ia3,56.4165,44.313,5.672,191804872320000.0,0.6514285445213318,10.0,10.0,250,56.79063296318054,0.7812538146972656,0.7142857142857143,0.5444,102.863,12.858,10.0,10.0,,0.4989473684210526,0.6066165413533835
9,9,saad,2024-07-24 03:08:33.810834,facebook/bart-base,super_glue,cb,True,prompt_tuning,30.3752,82.304,10.535,191681009280000.0,0.6581679999828338,10.0,10.0,250,30.76379132270813,0.7876787781715393,0.6964285714285714,0.5394,103.823,12.978,10.0,10.0,,0.4864612511671335,0.5914449112978525
0,0,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,seq_bn,173.5258,211.381,26.451,1257465314058240.0,0.4078293976960359,10.0,10.0,3668,173.8994174003601,0.377930998802185,0.8504901960784313,0.8742,466.695,58.337,10.0,10.0,,0.8939130434782607,0.872201619778346
1,1,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,prefix_tuning,167.9326,218.421,27.332,1240054753566720.0,0.5816552056206598,10.0,10.0,3668,168.22127175331116,0.5734689235687256,0.7034313725490197,0.9042,451.224,56.403,10.0,10.0,,0.8163884673748103,0.759909919961915
2,2,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,mam_adapter,207.7075,176.594,22.098,1557437354188800.0,0.2470139555422049,10.0,10.0,3668,207.99557948112488,0.9913557171821594,0.8308823529411765,1.013,402.782,50.348,10.0,10.0,,0.8812392426850257,0.8560607978131012
3,3,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,compacter_plusplus,169.3747,216.561,27.1,1232669643448320.0,0.5686624497889433,10.0,10.0,3668,169.67294692993164,0.5640840530395508,0.696078431372549,0.9074,449.658,56.207,10.0,10.0,,0.8092307692307692,0.7526546003016591
4,4,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,unipelt,243.8935,150.394,18.82,1393814458982400.0,0.3983059187080865,10.0,10.0,3668,244.19525957107544,0.5235671997070312,0.8308823529411765,1.1463,355.943,44.493,10.0,10.0,,0.8812392426850257,0.8560607978131012
5,5,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,lora,160.8715,228.008,28.532,1236420116520960.0,0.499073525555513,10.0,10.0,3668,161.1726996898651,0.4542402029037475,0.7941176470588235,0.8559,476.682,59.585,10.0,10.0,,0.8609271523178808,0.8275223996883521
6,6,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,seq_bn_16_2_relu,181.2905,202.327,25.318,1344753394360320.0,0.3362805318728511,10.0,10.0,3668,181.59737753868103,0.6082180738449097,0.8333333333333334,0.9205,443.231,55.404,10.0,10.0,,0.8811188811188811,0.8572261072261073
7,7,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,seq_bn_16_2_tanh,180.6193,203.079,25.413,1344753394360320.0,0.2640036190257352,10.0,10.0,3668,180.9216570854187,0.7956200242042542,0.8382352941176471,0.9249,441.105,55.138,10.0,10.0,,0.8869863013698631,0.8626107977437552
8,8,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,ia3,165.6462,221.436,27.71,1233045096407040.0,0.5628919115253523,10.0,10.0,3668,165.9535322189331,0.5526909828186035,0.7058823529411765,0.8429,484.065,60.508,10.0,10.0,,0.8136645962732919,0.7597734746072342
9,9,saad,2024-07-24 18:41:31.882412,distilbert/distilbert-base-uncased,glue,mrpc,True,prompt_tuning,175.809,208.636,26.108,1232266245611520.0,0.5779436763854847,10.0,10.0,3668,176.1208839416504,0.5668693780899048,0.7083333333333334,0.9074,449.644,56.205,10.0,10.0,,0.818320610687023,0.7633269720101782
0,0,saad,2024-07-24 18:48:29.445659,distilbert/distilbert-base-uncased,glue,mrpc,False,,297.6224,123.243,15.422,1214726045675520.0,0.1346383010639864,10.0,10.0,3668,297.93674659729004,1.292177677154541,0.8406862745098039,0.7981,511.193,63.899,10.0,10.0,,0.8896434634974534,0.8651648690036287
0,0,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,seq_bn,339.0288,108.191,13.539,2463126514544640.0,0.3321573909850941,10.0,10.0,3668,339.3711512088776,0.3619065880775451,0.8970588235294118,1.658,246.073,30.759,10.0,10.0,,0.926056338028169,0.9115575807787905
1,1,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,prefix_tuning,323.1475,113.509,14.204,2428305393561600.0,0.5489375195472069,10.0,10.0,3668,323.4634871482849,0.5114425420761108,0.7401960784313726,1.7163,237.718,29.715,10.0,10.0,,0.8333333333333334,0.786764705882353
2,2,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,mam_adapter,403.3224,90.945,11.38,3045740263157760.0,0.1526393048903521,10.0,10.0,3668,403.640410900116,0.8453978896141052,0.8823529411764706,1.873,217.835,27.229,10.0,10.0,,0.915492957746479,0.8989229494614748
3,3,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,compacter_plusplus,325.5487,112.671,14.099,2413533370429440.0,0.5223154969724435,10.0,10.0,3668,325.8783655166626,0.4639089107513428,0.7696078431372549,1.6116,253.172,31.646,10.0,10.0,,0.8478964401294499,0.8087521416333524
4,4,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,unipelt,466.5157,78.625,9.839,2724733392138240.0,0.2982978056199151,10.0,10.0,3668,466.8478798866272,0.4239661693572998,0.8872549019607843,2.077,196.436,24.555,10.0,10.0,,0.9187279151943464,0.9029914085775652
5,5,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,lora,308.7417,118.805,14.867,2421036119470080.0,0.4241171011997464,10.0,10.0,3668,309.0712068080902,0.3237956464290619,0.8553921568627451,1.6248,251.112,31.389,10.0,10.0,,0.897391304347826,0.8763917306052855
6,6,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,seq_bn_16_2_relu,353.9055,103.643,12.97,2637702675148800.0,0.2258426076186768,10.0,10.0,3668,354.2379252910614,0.585862934589386,0.8946078431372549,1.7376,234.806,29.351,10.0,10.0,,0.9233511586452764,0.9089795008912656
7,7,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,seq_bn_16_2_tanh,353.5992,103.733,12.981,2637702675148800.0,0.170885467737069,10.0,10.0,3668,353.9328367710113,0.8177382349967957,0.8823529411764706,1.7563,232.305,29.038,10.0,10.0,,0.915492957746479,0.8989229494614748
8,8,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,ia3,320.5416,114.431,14.32,2414286079242240.0,0.5207730395082295,10.0,10.0,3668,320.8685839176178,0.4617995321750641,0.7794117647058824,1.6224,251.473,31.434,10.0,10.0,,0.8534201954397393,0.8164159800728108
9,9,saad,2024-07-24 19:52:57.295220,google/electra-base-discriminator,glue,mrpc,True,prompt_tuning,336.3236,109.062,13.648,2412728377651200.0,0.6032588385289012,10.0,10.0,3668,336.667927980423,0.596064567565918,0.6862745098039216,1.7138,238.067,29.758,10.0,10.0,,0.8083832335329342,0.7473288716684279
0,0,saad,2024-07-24 20:07:35.181874,google/electra-base-discriminator,glue,mrpc,False,,560.9819,65.385,8.182,2412728377651200.0,0.2455542215334823,10.0,10.0,3668,561.2651913166046,0.8321195244789124,0.8676470588235294,1.5401,264.917,33.115,10.0,10.0,,0.9065743944636676,0.8871107266435986
0,0,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,seq_bn,385.2677,95.207,11.914,2862720242135040.0,0.4439809263142106,10.0,10.0,3668,385.61936140060425,0.3609456717967987,0.8357843137254902,2.0552,198.52,24.815,10.0,10.0,,0.882249560632689,0.8590169371790897
1,1,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,prefix_tuning,373.7019,98.153,12.283,2835687629107200.0,0.5670687806372549,10.0,10.0,3668,374.08377838134766,0.5263713598251343,0.7377450980392157,2.0125,202.737,25.342,10.0,10.0,,0.8288000000000001,0.783272549019608
2,2,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,mam_adapter,482.1579,76.075,9.52,3687947816448000.0,0.2885327499156944,10.0,10.0,3668,482.5414502620697,1.0087898969650269,0.821078431372549,2.1805,187.115,23.389,10.0,10.0,,0.8730434782608695,0.8470609548167092
3,3,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,compacter_plusplus,369.4216,99.29,12.425,2813127098019840.0,0.5819994159773284,10.0,10.0,3668,369.8032100200653,0.5433467030525208,0.7254901960784313,1.9289,211.518,26.44,10.0,10.0,,0.8308157099697885,0.7781529530241099
4,4,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,unipelt,598.4139,61.295,7.67,3284237233643520.0,0.4010303605355987,10.0,10.0,3668,598.7978477478027,0.3857007026672363,0.8627450980392157,2.607,156.5,19.562,10.0,10.0,,0.902439024390244,0.8825920612147299
5,5,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,lora,374.4033,97.969,12.26,2824783717969920.0,0.52039736080793,10.0,10.0,3668,374.79467844963074,0.4547379910945892,0.803921568627451,1.9388,210.436,26.305,10.0,10.0,,0.868421052631579,0.836171310629515
6,6,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,seq_bn_16_2_relu,402.2781,91.181,11.41,3037296402739200.0,0.3798147546439908,10.0,10.0,3668,402.660870552063,0.467100977897644,0.8529411764705882,2.0094,203.046,25.381,10.0,10.0,,0.8976109215017065,0.8752760489861473
7,7,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,seq_bn_16_2_tanh,402.2215,91.194,11.412,3037296402739200.0,0.3542383048529199,10.0,10.0,3668,402.607519865036,0.453090488910675,0.8602941176470589,2.0515,198.879,24.86,10.0,10.0,,0.9018932874354562,0.8810937025412575
8,8,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,ia3,375.537,97.673,12.222,2814139423764480.0,0.5796903589452274,10.0,10.0,3668,375.9292850494385,0.5441031455993652,0.7254901960784313,1.9481,209.436,26.179,10.0,10.0,,0.8292682926829268,0.7773792443806791
9,9,saad,2024-07-24 21:18:05.872834,facebook/bart-base,glue,mrpc,True,prompt_tuning,202.4048,181.221,22.677,2812322105241600.0,0.5943851313040407,10.0,10.0,3668,202.7971563339233,0.5634697079658508,0.7107843137254902,1.9016,214.559,26.82,10.0,10.0,,0.8233532934131738,0.767068803569332
0,0,saad,2024-07-24 21:34:17.692988,facebook/bart-base,glue,mrpc,False,,743.1477,49.358,6.176,2812322105241600.0,0.1756811380905783,10.0,10.0,3668,743.8714306354523,1.0462102890014648,0.8578431372549019,1.8309,222.836,27.855,10.0,10.0,,0.8989547038327526,0.8783989205438272
0,0,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,seq_bn,456.3379,54.565,6.837,1672078795315200.0,0.4845424358661358,10.0,10.0,2490,456.95881152153015,0.5358009934425354,0.7870036101083032,2.3068,120.082,15.173,10.0,10.0,,,
1,1,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,prefix_tuning,437.082,56.969,7.138,1648440684288000.0,0.6618082877917167,10.0,10.0,2490,437.4350559711456,0.6513400077819824,0.6173285198555957,2.3432,118.216,14.937,10.0,10.0,,,
2,2,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,mam_adapter,526.6076,47.284,5.925,2067582675916800.0,0.2574709834196628,10.0,10.0,2490,526.9896576404572,1.31946861743927,0.7942238267148014,2.5726,107.671,13.605,10.0,10.0,,,
3,3,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,compacter_plusplus,431.8674,57.657,7.224,1638412784179200.0,0.642995741428473,10.0,10.0,2490,432.22428369522095,0.6453556418418884,0.6028880866425993,2.2598,122.576,15.488,10.0,10.0,,,
4,4,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,unipelt,547.8356,45.452,5.695,1849669069363200.0,0.4549183918879582,10.0,10.0,2490,548.1925251483917,0.7129091620445251,0.7436823104693141,2.613,106.008,13.395,10.0,10.0,,,
5,5,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,lora,437.8133,56.874,7.126,1643505980774400.0,0.5879596514579577,10.0,10.0,2490,438.2052047252655,0.5782979726791382,0.7003610108303249,2.2597,122.581,15.489,10.0,10.0,,,
6,6,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu,487.4018,51.087,6.401,1790588784384000.0,0.3505930399283384,10.0,10.0,2490,487.9039134979248,0.7876916527748108,0.8267148014440433,2.4202,114.451,14.461,10.0,10.0,,,
7,7,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh,487.9917,51.025,6.394,1790588784384000.0,0.2503535075065417,10.0,10.0,2490,488.4950380325317,1.3142513036727903,0.8050541516245487,2.4424,113.414,14.33,10.0,10.0,,,
8,8,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,ia3,442.196,56.31,7.056,1638923756083200.0,0.6411953559288612,10.0,10.0,2490,442.60225081443787,0.6440175175666809,0.6137184115523465,2.2779,121.604,15.365,10.0,10.0,,,
9,9,saad,2024-07-24 05:59:32.653139,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning,483.5057,51.499,6.453,1637866319616000.0,0.6929258591089493,10.0,10.0,2490,483.8894670009613,0.6859214901924133,0.5306859205776173,2.5614,108.144,13.664,10.0,10.0,,,
0,0,saad,2024-07-24 03:22:17.766720,distilbert/distilbert-base-uncased,super_glue,rte,False,,377.1701,66.018,8.272,824609556633600.0,0.215516909574851,10.0,10.0,2490,377.664924621582,3.0520098209381104,0.5776173285198556,1.1029,251.167,31.736,10.0,10.0,,,
0,0,saad,2024-07-24 03:51:55.826949,facebook/bart-base,super_glue,rte,False,,891.3336,27.936,3.5,1909128146688000.0,0.274714168600547,10.0,10.0,2490,891.8788921833038,2.432578086853028,0.7075812274368231,2.5819,107.287,13.556,10.0,10.0,,,
0,0,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn,229.5473,108.474,13.592,853622854963200.0,0.6368222701243865,10.0,10.0,2490,230.0640833377838,0.7066369652748108,0.5992779783393501,1.2059,229.706,29.024,10.0,10.0,,,
1,1,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning,218.9242,113.738,14.252,841803799449600.0,0.6809955401298328,10.0,10.0,2490,219.2471263408661,0.6853083372116089,0.5523465703971119,1.2157,227.847,28.789,10.0,10.0,,,
2,2,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter,283.5666,87.81,11.003,1057257091584000.0,0.4811267485985389,10.0,10.0,2490,283.9925696849823,1.9870927333831787,0.5631768953068592,1.3433,206.201,26.054,10.0,10.0,,,
3,3,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus,207.6298,119.925,15.027,836790461337600.0,0.6751735393817608,10.0,10.0,2490,207.9721143245697,0.6844426989555359,0.5631768953068592,1.179,234.947,29.686,10.0,10.0,,,
4,4,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt,281.4678,88.465,11.085,946182661632000.0,0.6221007664998373,10.0,10.0,2490,281.8040134906769,0.7495864033699036,0.5956678700361011,1.3305,208.195,26.306,10.0,10.0,,,
5,5,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,lora,218.5819,113.916,14.274,839336447692800.0,0.6649450791187775,10.0,10.0,2490,218.949501991272,0.682935893535614,0.5703971119133574,1.1712,236.514,29.884,10.0,10.0,,,
